<sortable 1>
^ 번호 ^ 원본 ^ 번역 ^ 제목 ^ 작성일 ^ 비밀등급 ^ 상태 ^
| 1901 | [[https://www.wikileaks.org/plusd/cables/10SEOUL69_a.html| 10SEOUL69 ]]| [[/10SEOUL69]] | 언론 브리핑—2010년 1월 19일 | 2010-01-19 | 일반 | 완료 |
| 1902 | [[https://www.wikileaks.org/plusd/cables/10SEOUL75_a.html| 10SEOUL75 ]]| [[/10SEOUL75]] | 신동익 외교통상부 국제기구국장, 2월 1~2일 핵확산금지조약(NPT) 워크숍 참석 차 필리핀 방문 | 2010-01-20 | 대외비 | 완료 |
| 1903 | [[https://www.wikileaks.org/plusd/cables/10SEOUL80_a.html| 10SEOUL80 ]]| [[/10SEOUL80]] | 언론 브리핑—2010년 1월 20일 | 2010-01-20 | 일반 | 완료 |
| 1904 | [[https://www.wikileaks.org/plusd/cables/10SEOUL81_a.html| 10SEOUL81 ]]| [[/10SEOUL81]] | 영국 관측통, 북한이 세 자릿수 인플레이션을 기록할 것이라 밝혀 | 2010-01-21 | 기밀 | 할당|
| 1905 | [[https://www.wikileaks.org/plusd/cables/10SEOUL82_a.html| 10SEOUL82 ]]| [[/10SEOUL82]] | 국회의원 보좌관 송창욱, 장영일, 구희권, 이란과 아프가니스탄 문제 언급 | 2010-01-21 | 대외비 | |
| 1906 | [[https://www.wikileaks.org/plusd/cables/10SEOUL83_a.html| 10SEOUL83 ]]| [[/10SEOUL83]] | 언론 브리핑—2010년 1월 21일 | 2010-01-21 | 일반 | |
| 1907 | [[https://www.wikileaks.org/plusd/cables/10SEOUL86_a.html| 10SEOUL86 ]]| [[/10SEOUL86]] | 한국 정부, 대만의 미국산 소고기 제한 조치 면밀히 검토 | 2010-01-21 | 기밀 |완료 |
| 1908 | [[https://www.wikileaks.org/plusd/cables/10SEOUL89_a.html| 10SEOUL89 ]]| [[/10SEOUL89]] | 언론 브리핑—2010년 1월 21일 | 2010-01-22 | 일반 | |
| 1909 | [[https://www.wikileaks.org/plusd/cables/10SEOUL90_a.html| 10SEOUL90 ]]| [[/10SEOUL90]] | 아시아태평양 다자간 협력에 대한 장관 연설을 들은 한국 반응 | 2010-01-22 | 기밀 | 완료 |
| 1910 | [[https://www.wikileaks.org/plusd/cables/10SEOUL91_a.html| 10SEOUL91 ]]| [[/10SEOUL91]] | 언론 브리핑—2010년 1월 25일 | 2010-01-25 | 일반 | |
| 1911 | [[https://www.wikileaks.org/plusd/cables/10SEOUL92_a.html| 10SEOUL92 ]]| [[/10SEOUL92]] | 한국 환경·과학·기술·건강(ESTH) 브리핑—2009년 12월 | 2010-01-25 | 일반 |할당|
| 1912 | [[https://www.wikileaks.org/plusd/cables/10SEOUL94_a.html| 10SEOUL94 ]]| [[/10SEOUL94]] | 언론 브리핑—2010년 1월 26일 | 2010-01-26 | 일반 | |
| 1913 | [[https://www.wikileaks.org/plusd/cables/10SEOUL95_a.html| 10SEOUL95 ]]| [[/10SEOUL95]] | 북한 경제 브리핑—2010년 1월 | 2010-01-26 | 대외비 | 완료|
| 1914 | [[https://www.wikileaks.org/plusd/cables/10SEOUL99_a.html| 10SEOUL99 ]]| [[/10SEOUL99]] | 한국, 평화 유지군(PKO) 임무에 앞서 조사단을 아이티에 파견 | 2010-01-26 | 기밀 |완료 |
| 1915 | [[https://www.wikileaks.org/plusd/cables/10SEOUL101_a.html| 10SEOUL101 ]]| [[/10SEOUL101]] | 언론 브리핑—2010년 1월 27일 | 2010-01-27 | 일반 | |
| 1916 | [[https://www.wikileaks.org/plusd/cables/10SEOUL106_a.html| 10SEOUL106 ]]| [[/10SEOUL106]] | 한국 경제 브리핑—2010년 1월 | 2010-01-28 | 대외비 | |
| 1917 | [[https://www.wikileaks.org/plusd/cables/10SEOUL107_a.html| 10SEOUL107 ]]| [[/10SEOUL107]] | 언론 브리핑—2010년 1월 28일 | 2010-01-28 | 일반 | |
| 1918 | [[https://www.wikileaks.org/plusd/cables/10SEOUL109_a.html| 10SEOUL109 ]]| [[/10SEOUL109]] | 한국 정부, 이란 국가별 정례검토(UPR) 계획 ‘숙고’ | 2010-01-28 | 기밀 | |
| 1919 | [[https://www.wikileaks.org/plusd/cables/10SEOUL129_a.html| 10SEOUL129 ]]| [[/10SEOUL129]] | 한국 정부, 미국 정부의 아이티 구호 노력 적극 지원 | 2010-01-29 | 대외비 | |
| 1920 | [[https://www.wikileaks.org/plusd/cables/10SEOUL133_a.html| 10SEOUL133 ]]| [[/10SEOUL133]] | 한국 정부, 핵안보 정상회의에서 적극적 역할 맡기로 | 2010-01-29 | 일반 | |
| 1921 | [[https://www.wikileaks.org/plusd/cables/10SEOUL134_a.html| 10SEOUL134 ]]| [[/10SEOUL134]] | 언론 반응 | 2010-01-29 | 일반 | |
| 1922 | [[https://www.wikileaks.org/plusd/cables/10SEOUL135_a.html| 10SEOUL135 ]]| [[/10SEOUL135]] | 언론 브리핑—2010년 1월 29일 | 2010-01-29 | 일반 | |
| 1923 | [[https://www.wikileaks.org/plusd/cables/10SEOUL136_a.html| 10SEOUL136 ]]| [[/10SEOUL136]] | 비정부 기구, 북한 정권이 인플레이션과 매점매석에 당면하여 탄압의 강도를 높였다고 말해 | 2010-01-29 | 기밀 | |
| 1924 | [[https://www.wikileaks.org/plusd/cables/10SEOUL137_a.html| 10SEOUL137 ]]| [[/10SEOUL137]] | 개헌에 대한 개요 | 2010-01-29 | 기밀 | 할당 |
| 1925 | [[https://www.wikileaks.org/plusd/cables/10SEOUL141_a.html| 10SEOUL141 ]]| [[/10SEOUL141]] | 언론 브리핑—2010년 2월 1일 | 2010-02-01 | 일반 | |
| 1926 | [[https://www.wikileaks.org/plusd/cables/10SEOUL143_a.html| 10SEOUL143 ]]| [[/10SEOUL143]] | 언론 반응 | 2010-02-01 | 일반 | |
| 1927 | [[https://www.wikileaks.org/plusd/cables/10SEOUL146_a.html| 10SEOUL146 ]]| [[/10SEOUL146]] | 언론 브리핑—2010년 2월 2일 | 2010-02-02 | 일반 | |
| 1928 | [[https://www.wikileaks.org/plusd/cables/10SEOUL149_a.html| 10SEOUL149 ]]| [[/10SEOUL149]] | 언론 브리핑—2010년 2월 3일 | 2010-02-03 | 일반 | |
| 1929 | [[https://www.wikileaks.org/plusd/cables/10SEOUL152_a.html| 10SEOUL152 ]]| [[/10SEOUL152]] | 언론 브리핑—2010년 2월 4일 | 2010-02-04 | 일반 | |
| 1930 | [[https://www.wikileaks.org/plusd/cables/10SEOUL170_a.html| 10SEOUL170 ]]| [[/10SEOUL170]] | 한중일 FTA에 대한 한국 정부의 견해 | 2010-02-05 | 기밀 | 할당 |
| 1931 | [[https://www.wikileaks.org/plusd/cables/10SEOUL174_a.html| 10SEOUL174 ]]| [[/10SEOUL174]] | 원로 정치인 고건 전 총리, 한국의 사회적 변화 언급 | 2010-02-05 | 기밀 | |
| 1932 | [[https://www.wikileaks.org/plusd/cables/10SEOUL175_a.html| 10SEOUL175 ]]| [[/10SEOUL175]] | 언론 브리핑—2010년 2월 5일 | 2010-02-05 | 일반 | |
| 1933 | [[https://www.wikileaks.org/plusd/cables/10SEOUL176_a.html| 10SEOUL176 ]]| [[/10SEOUL176]] | 한국 정부, 이란 핵 문제를 다룰 새로운 전력 고려. 재계 동원 | 2010-02-05 | 기밀 | |
| 1934 | [[https://www.wikileaks.org/plusd/cables/10SEOUL177_a.html| 10SEOUL177 ]]| [[/10SEOUL177]] | 한국의 2010년 G-20 목표 | 2010-02-07 | 기밀 | 할당 |
| 1935 | [[https://www.wikileaks.org/plusd/cables/10SEOUL181_a.html| 10SEOUL181 ]]| [[/10SEOUL181]] | 언론 반응 | 2010-02-08 | 일반 | |
| 1936 | [[https://www.wikileaks.org/plusd/cables/10SEOUL182_a.html| 10SEOUL182 ]]| [[/10SEOUL182]] | 언론 브리핑—2010년 2월 8일 | 2010-02-08 | 일반 | |
| 1937 | [[https://www.wikileaks.org/plusd/cables/10SEOUL187_a.html| 10SEOUL187 ]]| [[/10SEOUL187]] | 커트 캠벨 차관보, 2월 3일에 이용준 외교통상부 차관보 면담 | 2010-02-08 | 기밀 | |
| 1938 | [[https://www.wikileaks.org/plusd/cables/10SEOUL192_a.html| 10SEOUL192 ]]| [[/10SEOUL192]] | 한국 정부 메가포트 논의 고려 | 2010-02-09 | 대외비 | 완료 |
| 1939 | [[https://www.wikileaks.org/plusd/cables/10SEOUL195_a.html| 10SEOUL195 ]]| [[/10SEOUL195]] | 언론 브리핑—2010년 2월 9일 | 2010-02-09 | 일반 | |
| 1940 | [[https://www.wikileaks.org/plusd/cables/10SEOUL200_a.html| 10SEOUL200 ]]| [[/10SEOUL200]] | 노동부의 한국 강제 노동 사용 정보 요청에 대한 응답 | 2010-02-09 | 일반 | |
| 1941 | [[https://www.wikileaks.org/plusd/cables/10SEOUL202_a.html| 10SEOUL202 ]]| [[/10SEOUL202]] | 마이클 시퍼 부차관보: 국회의원들, 햇볕정책과 작전 통제(OPCON) 연기, FTA 조치 제기 | 2010-02-10 | 기밀 | 완료 |
| 1942 | [[https://www.wikileaks.org/plusd/cables/10SEOUL204_a.html| 10SEOUL204 ]]| [[/10SEOUL204]] | 미 대사, 대검찰청 방문 | 2010-02-10 | 대외비 | |
